   0.00000000000000e+00   2.89224079439072e+00   3.14010314295684e+00
   1.00000000000000e+00   8.74549041538462e-01   9.73595683281530e-01
   2.00000000000000e+00   2.75468393691304e-01   3.31477382908442e-01
   3.00000000000000e+00   1.82535355066955e-02   4.39480246811244e-02
   4.00000000000000e+00   1.19791148779144e-02   3.46212346432795e-02
   5.00000000000000e+00   9.07685320895419e-03   2.98666905692964e-02
   6.00000000000000e+00   7.39765449084223e-03   2.68872329541374e-02
   7.00000000000000e+00   6.30319824582184e-03   2.48090580501645e-02
   8.00000000000000e+00   5.53399514068386e-03   2.32607367088767e-02
   9.00000000000000e+00   4.96425295898478e-03   2.20546218066577e-02
   1.00000000000000e+01   4.52552075551365e-03   2.10845445137736e-02
   1.10000000000000e+01   4.17734786105054e-03   2.02853850993485e-02
   1.20000000000000e+01   3.89429919824925e-03   1.96147029542639e-02
   1.30000000000000e+01   3.65958645412794e-03   1.90434969247714e-02
   1.40000000000000e+01   3.46168808009140e-03   1.85511818437193e-02
   1.50000000000000e+01   3.29243968722649e-03   1.81226834129057e-02
   1.60000000000000e+01   3.14589875077571e-03   1.77466715249346e-02
   1.70000000000000e+01   3.01764042891655e-03   1.74144400629403e-02
   1.80000000000000e+01   2.90430485162322e-03   1.71191710986230e-02
   1.90000000000000e+01   2.80329700493558e-03   1.68554367552956e-02
   2.00000000000000e+01   2.71258241344292e-03   1.66188530296656e-02
   2.10000000000000e+01   2.63054476833237e-03   1.64058336495358e-02
   2.20000000000000e+01   2.55588466398283e-03   1.62134114935364e-02
   2.30000000000000e+01   2.48754624890939e-03   1.60391066856537e-02
   2.40000000000000e+01   2.42466322366692e-03   1.58808275917213e-02
   2.50000000000000e+01   2.36651849626058e-03   1.57367954323108e-02
   2.60000000000000e+01   2.31251363971270e-03   1.56054861255765e-02
   2.70000000000000e+01   2.26214549114153e-03   1.54855848876501e-02
   2.80000000000000e+01   2.21498802548234e-03   1.53759504068740e-02
   2.90000000000000e+01   2.17067817396376e-03   1.52755862914274e-02
   3.00000000000000e+01   2.12890462674658e-03   1.51836181052279e-02
   3.10000000000000e+01   2.08939891697220e-03   1.50992747421223e-02
   3.20000000000000e+01   2.05192826601227e-03   1.50218732003387e-02
   3.30000000000000e+01   2.01628980062117e-03   1.49508060456959e-02
   3.40000000000000e+01   1.98230584769949e-03   1.48855310184908e-02
   3.50000000000000e+01   1.94982008209430e-03   1.48255623626085e-02
   3.60000000000000e+01   1.91869435455384e-03   1.47704635481680e-02
   3.70000000000000e+01   1.88880606565179e-03   1.47198411292934e-02
   3.80000000000000e+01   1.86004598072963e-03   1.46733395323241e-02
   3.90000000000000e+01   1.83231640317700e-03   1.46306366111779e-02
   4.00000000000000e+01   1.80552964047368e-03   1.45914398387492e-02
   4.10000000000000e+01   1.77960671065079e-03   1.45554830283983e-02
   4.20000000000000e+01   1.75447624714145e-03   1.45225234994208e-02
   4.30000000000000e+01   1.73007356808155e-03   1.44923396161283e-02
   4.40000000000000e+01   1.70633988250871e-03   1.44647286427263e-02
   4.50000000000000e+01   1.68322161098037e-03   1.44395048662629e-02
   4.60000000000000e+01   1.66066980218486e-03   1.44164979480617e-02
   4.70000000000000e+01   1.63863963037344e-03   1.43955514706584e-02
   4.80000000000000e+01   1.61708996106909e-03   1.43765216526534e-02
   4.90000000000000e+01   1.59598297463909e-03   1.43592762083029e-02
   5.00000000000000e+01   1.57528383905519e-03   1.43436933323121e-02
   5.10000000000000e+01   1.55496042458750e-03   1.43296607932942e-02
   5.20000000000000e+01   1.53498305434658e-03   1.43170751218558e-02
   5.30000000000000e+01   1.51532428555289e-03   1.43058408813460e-02
   5.40000000000000e+01   1.49595871721175e-03   1.42958700110438e-02
   5.50000000000000e+01   1.47686282053581e-03   1.42870812330161e-02
   5.60000000000000e+01   1.45801478901121e-03   1.42793995151074e-02
   5.70000000000000e+01   1.43939440546671e-03   1.42727555835557e-02
   5.80000000000000e+01   1.42098292389409e-03   1.42670854796100e-02
   5.90000000000000e+01   1.40276296409529e-03   1.42623301552673e-02
   6.00000000000000e+01   1.38471841750738e-03   1.42584351038857e-02
   6.10000000000000e+01   1.36683436279040e-03   1.42553500219675e-02
   6.20000000000000e+01   1.34909698996014e-03   1.42530284988761e-02
   6.30000000000000e+01   1.33149353201646e-03   1.42514277316431e-02
   6.40000000000000e+01   1.31401220316000e-03   1.42505082623707e-02
   6.50000000000000e+01   1.29664214281237e-03   1.42502337360232e-02
   6.60000000000000e+01   1.27937336475812e-03   1.42505706766643e-02
   6.70000000000000e+01   1.26219671081623e-03   1.42514882804105e-02
   6.80000000000000e+01   1.24510380852397e-03   1.42529582235688e-02
   6.90000000000000e+01   1.22808703238179e-03   1.42549544845912e-02
   7.00000000000000e+01   1.21113946826288e-03   1.42574531786237e-02
   7.10000000000000e+01   1.19425488063928e-03   1.42604324035556e-02
   7.20000000000000e+01   1.17742768231738e-03   1.42638720965881e-02
   7.30000000000000e+01   1.16065290641066e-03   1.42677539004345e-02
   7.40000000000000e+01   1.14392618030800e-03   1.42720610383558e-02
   7.50000000000000e+01   1.12724370142191e-03   1.42767781973078e-02
   7.60000000000000e+01   1.11060221452332e-03   1.42818914185447e-02
   7.70000000000000e+01   1.09399899048895e-03   1.42873879950839e-02
   7.80000000000000e+01   1.07743180630387e-03   1.42932563754900e-02
   7.90000000000000e+01   1.06089892617629e-03   1.42994860734827e-02
   8.00000000000000e+01   1.04439908363382e-03   1.43060675829177e-02
   8.10000000000000e+01   1.02793146448157e-03   1.43129922977260e-02
   8.20000000000000e+01   1.01149569051138e-03   1.43202524364337e-02
   8.30000000000000e+01   9.95091803860068e-04   1.43278409709145e-02
   8.40000000000000e+01   9.78720251921517e-04   1.43357515590569e-02
   8.50000000000000e+01   9.62381872723911e-04   1.43439784810527e-02
   8.60000000000000e+01   9.46077880689120e-04   1.43525165790400e-02
   8.70000000000000e+01   9.29809852696450e-04   1.43613611998543e-02
   8.80000000000000e+01   9.13579714377622e-04   1.43705081406619e-02
   8.90000000000000e+01   8.97389726574380e-04   1.43799535972719e-02
   9.00000000000000e+01   8.81242471894223e-04   1.43896941149371e-02
   9.10000000000000e+01   8.65140841303838e-04   1.43997265414742e-02
   9.20000000000000e+01   8.49088020703709e-04   1.44100479825497e-02
   9.30000000000000e+01   8.33087477431323e-04   1.44206557589909e-02
   9.40000000000000e+01   8.17142946644329e-04   1.44315473659981e-02
   9.50000000000000e+01   8.01258417538972e-04   1.44427204341483e-02
   9.60000000000000e+01   7.85438119363315e-04   1.44541726920917e-02
   9.70000000000000e+01   7.69686507188976e-04   1.44659019308564e-02
   9.80000000000000e+01   7.54008247409559e-04   1.44779059696909e-02
   9.90000000000000e+01   7.38408202938578e-04   1.44901826233809e-02
   1.00000000000000e+02   7.22891418084505e-04   1.45027296709934e-02
   1.01000000000000e+02   7.07463103085618e-04   1.45155448260079e-02
   1.02000000000000e+02   6.92128618292522e-04   1.45286257078074e-02
   1.03000000000000e+02   6.76893457991757e-04   1.45419698145092e-02
   1.04000000000000e+02   6.61763233869451e-04   1.45555744971283e-02
   1.05000000000000e+02   6.46743658119869e-04   1.45694369350702e-02
   1.06000000000000e+02   6.31840526209640e-04   1.45835541129625e-02
   1.07000000000000e+02   6.17059699314531e-04   1.45979227988387e-02
   1.08000000000000e+02   6.02407086451835e-04   1.46125395236976e-02
   1.09000000000000e+02   5.87888626337573e-04   1.46274005624638e-02
   1.10000000000000e+02   5.73510269003979e-04   1.46425019163848e-02
   1.11000000000000e+02   5.59277957218816e-04   1.46578392969000e-02
   1.12000000000000e+02   5.45197607754048e-04   1.46734081110250e-02
   1.13000000000000e+02   5.31275092557255e-04   1.46892034482931e-02
   1.14000000000000e+02   5.17516219884664e-04   1.47052200693011e-02
   1.15000000000000e+02   5.03926715459929e-04   1.47214523959050e-02
   1.16000000000000e+02   4.90512203727599e-04   1.47378945031130e-02
   1.17000000000000e+02   4.77278189274565e-04   1.47545401127183e-02
   1.18000000000000e+02   4.64230038496594e-04   1.47713825887173e-02
   1.19000000000000e+02   4.51372961590257e-04   1.47884149345491e-02
   1.20000000000000e+02   4.38711994953089e-04   1.48056297921930e-02
   1.21000000000000e+02   4.26251984076616e-04   1.48230194431514e-02
   1.22000000000000e+02   4.13997567017898e-04   1.48405758113409e-02
   1.23000000000000e+02   4.01953158535394e-04   1.48582904679057e-02
   1.24000000000000e+02   3.90122934974282e-04   1.48761546379596e-02
   1.25000000000000e+02   3.78510819984746e-04   1.48941592092517e-02
   1.26000000000000e+02   3.67120471154259e-04   1.49122947427449e-02
   1.27000000000000e+02   3.55955267631437e-04   1.49305514850786e-02
   1.28000000000000e+02   3.45018298814703e-04   1.49489193828834e-02
   1.29000000000000e+02   3.34312354173799e-04   1.49673880988965e-02
   1.30000000000000e+02   3.23839914266071e-04   1.49859470298207e-02
   1.31000000000000e+02   3.13603143002585e-04   1.50045853258522e-02
   1.32000000000000e+02   3.03603881211534e-04   1.50232919117940e-02
   1.33000000000000e+02   2.93843641538072e-04   1.50420555096585e-02
   1.34000000000000e+02   2.84323604710885e-04   1.50608646626496e-02
   1.35000000000000e+02   2.75044617196467e-04   1.50797077604062e-02
   1.36000000000000e+02   2.66007190252352e-04   1.50985730653763e-02
   1.37000000000000e+02   2.57211500380598e-04   1.51174487401830e-02
   1.38000000000000e+02   2.48657391172738e-04   1.51363228758326e-02
   1.39000000000000e+02   2.40344376527272e-04   1.51551835206105e-02
   1.40000000000000e+02   2.32271645210828e-04   1.51740187095022e-02
   1.41000000000000e+02   2.24438066724339e-04   1.51928164939722e-02
   1.42000000000000e+02   2.16842198426205e-04   1.52115649719304e-02
   1.43000000000000e+02   2.09482293855524e-04   1.52302523177142e-02
   1.44000000000000e+02   2.02356312190121e-04   1.52488668119123e-02
   1.45000000000000e+02   1.95461928766524e-04   1.52673968708597e-02
   1.46000000000000e+02   1.88796546582139e-04   1.52858310756337e-02
   1.47000000000000e+02   1.82357308693938e-04   1.53041582003882e-02
   1.48000000000000e+02   1.76141111422852e-04   1.53223672398651e-02
   1.49000000000000e+02   1.70144618268988e-04   1.53404474359333e-02
   1.50000000000000e+02   1.64364274439660e-04   1.53583883030118e-02
   1.51000000000000e+02   1.58796321890155e-04   1.53761796522428e-02
   1.52000000000000e+02   1.53436814776053e-04   1.53938116142953e-02
   1.53000000000000e+02   1.48281635215868e-04   1.54112746606853e-02
